AppID,Name,Release date,Estimated owners,Peak CCU,Price,Positive,Negative,Genres,Price_USD,Total_Reviews,Pct_Positive,Genre_Utama,Tahun_Rilis,Bulan_Rilis
1615020,The Burnt School,2021-05-17,0 - 20000,0,0.99,1,0,"Adventure,Indie",0.99,1,100.0,Adventure,2021,5
2951770,Leap Year,2024-06-13,100000 - 200000,3,3.99,2201,57,"Action,Adventure,Indie",3.99,2258,97.48,Action,2024,6
1687960,The Wreck,2023-03-14,0 - 20000,0,7.99,218,26,"Adventure,Casual,Indie",7.99,244,89.34,Adventure,2023,3
2350760,Holy Catch The Star Night Story,2023-04-08,0 - 20000,0,0.0,0,0,"Action,Adventure,Casual,Indie,RPG",0.0,0,0.0,Action,2023,4
1649740,Hunt the Night,2023-04-13,0 - 20000,0,11.99,368,104,"Action,Adventure,Indie",11.99,472,77.97,Action,2023,4
1909740,Starchild Velta and loadtosky,2022-10-27,0 - 20000,0,8.99,0,1,"Action,Indie",8.99,1,0.0,Action,2022,10
2953840,IM LOOPY FOR DOOP LOOPS!!!,2025-12-03,0 - 0,0,4.99,0,0,"Action,Casual,Indie",4.99,0,0.0,Action,2025,12
588920,BADASS,2017-04-07,0 - 20000,0,0.79,15,14,"Adventure,Casual,Indie,RPG,Simulation,Strategy",0.79,29,51.72,Adventure,2017,4
3459680,Indicate,2025-01-30,0 - 20000,0,34.99,1,0,"Casual,RPG",34.99,1,100.0,Casual,2025,1
918260,Pachansky Mathematics 2+2=8,2018-08-21,0 - 20000,0,0.49,13,11,"Casual,Indie,Simulation",0.49,24,54.17,Casual,2018,8
2407460,Station 13,2024-01-19,0 - 20000,0,7.99,0,0,"Action,Adventure,Indie",7.99,0,0.0,Action,2024,1
1693580,The Hunter's Journals - Tattered Sails,2021-10-31,0 - 20000,0,3.29,0,1,"Action,Adventure",3.29,1,0.0,Action,2021,10
931480,Lab Runner: X,2019-11-28,20000 - 50000,0,1.99,1,1,"Action,Adventure,Casual,Indie",1.99,2,50.0,Action,2019,11
1588510,Gaslamp Cases: The deadly Machine,2021-04-13,20000 - 50000,1,3.99,13,4,"Action,Casual,Indie",3.99,17,76.47,Action,2021,4
3159900,108 Silly Ways to Die,2025-02-11,0 - 20000,0,4.94,136,27,"Adventure,RPG",4.94,163,83.44,Adventure,2025,2
391650,Escape From BioStation,2017-07-03,0 - 20000,0,3.99,16,7,"Action,Adventure,Indie",3.99,23,69.57,Action,2017,7
1581010,Haunted House - The Murder,2021-09-21,0 - 20000,0,1.99,0,4,"Action,Adventure",1.99,4,0.0,Action,2021,9
1023740,7 Sexy Sins,2019-04-26,0 - 20000,0,0.99,173,23,"Action,Casual,Indie",0.99,196,88.27,Action,2019,4
527800,War Cube,2016-09-12,20000 - 50000,0,0.49,48,27,"Casual,Indie",0.49,75,64.0,Casual,2016,9
422970,Devil Daggers,2016-02-18,200000 - 500000,25,2.49,8641,427,"Action,Indie",2.49,9068,95.29,Action,2016,2
2484430,Undomestic,2025-01-27,0 - 20000,0,9.99,23,19,"Action,Adventure,Casual,Indie,RPG",9.99,42,54.76,Action,2025,1
3719380,The Memological Dungeon,2025-06-29,0 - 0,0,0.72,0,0,"Action,Adventure,Casual,Simulation,Strategy",0.72,0,0.0,Action,2025,6
492430,Alteric,2016-07-13,20000 - 50000,0,0.79,88,38,"Adventure,Indie",0.79,126,69.84,Adventure,2016,7
320040,Moon Hunters,2016-03-10,500000 - 1000000,2,1.49,3975,1120,"Adventure,Indie,RPG",1.49,5095,78.02,Adventure,2016,3
1892220,My Ex Sister in Law,2023-09-12,0 - 20000,0,2.59,0,0,"Adventure,Casual,Indie,Simulation",2.59,0,0.0,Adventure,2023,9
1511360,飞花令 春饼,2021-02-11,0 - 20000,0,0.0,7,4,"Casual,Free To Play",0.0,11,63.64,Casual,2021,2
2597110,Kaizo Block,2023-10-18,0 - 20000,0,0.0,0,0,"Action,Indie",0.0,0,0.0,Action,2023,10
723720,La Maledizione dell'Uccello Serpente,2022-02-22,20000 - 50000,0,0.59,3,0,"Casual,Indie,RPG",0.59,3,100.0,Casual,2022,2
744810,A Raven Monologue,2018-01-11,100000 - 200000,1,0.0,2510,147,"Casual,Indie,Free To Play",0.0,2657,94.47,Casual,2018,1
3217650,Don't Wake Up The Dead,2024-10-18,0 - 20000,0,0.99,2,0,"Action,Casual,Indie",0.99,2,100.0,Action,2024,10
2014690,Shame Legacy,2023-05-30,0 - 20000,0,2.99,105,65,"Action,Adventure,Indie",2.99,170,61.76,Action,2023,5
1787740,Celestiais & Dragões,2023-03-10,0 - 20000,0,0.79,0,0,"Action,Adventure,Casual,Strategy",0.79,0,0.0,Action,2023,3
2886970,返杀 Back Fire,2024-05-29,0 - 20000,0,3.59,25,17,"Adventure,Indie,Simulation",3.59,42,59.52,Adventure,2024,5
3547890,Motorcross Simulator,2025-03-10,0 - 20000,0,0.99,1,0,"Racing,Simulation,Sports",0.99,1,100.0,Racing,2025,3
1060350,War of the Seraphim,2019-05-22,0 - 20000,0,0.99,1,0,"Action,Early Access",0.99,1,100.0,Action,2019,5
24780,SimCity™ 4 Deluxe Edition,2010-07-20,500000 - 1000000,331,4.99,7456,1652,"Simulation,Strategy",4.99,9108,81.86,Simulation,2010,7
1362340,Freelancer Life Simulator,2021-03-05,0 - 20000,1,0.67,9,26,"Adventure,Casual,Indie,Simulation",0.67,35,25.71,Adventure,2021,3
1065110,Homeward Duck,2019-05-07,0 - 20000,0,0.0,25,1,"Casual,Free To Play,Indie",0.0,26,96.15,Casual,2019,5
2331920,HOLYHUNT,2024-09-02,20000 - 50000,0,4.99,16,1,"Action,Adventure,Indie",4.99,17,94.12,Action,2024,9
4148290,Escape Exit: Floor 10,2025-11-20,0 - 20000,0,3.99,0,0,"Adventure,Indie,Simulation",3.99,0,0.0,Adventure,2025,11
9760,Act of War: High Treason,2008-03-12,50000 - 100000,13,1.19,413,93,Action,1.19,506,81.62,Action,2008,3
870940,Brainstorm Party,2018-09-14,0 - 20000,0,1.99,0,1,"Casual,Indie,Early Access",1.99,1,0.0,Casual,2018,9
3917090,Assetto Corsa Rally,2025-11-13,0 - 20000,0,23.99,0,0,"Racing,Early Access",23.99,0,0.0,Racing,2025,11
3361810,JR's Christmas Adventure,2024-12-09,0 - 20000,0,0.0,13,10,"Adventure,Free To Play",0.0,23,56.52,Adventure,2024,12
955980,Dive Inside,2018-12-05,0 - 20000,0,2.99,1,1,"Action,Adventure,Indie,Simulation",2.99,2,50.0,Action,2018,12
3734980,A Simple job,2025-06-05,0 - 0,0,0.0,0,0,"Adventure,Casual,Indie,Free To Play",0.0,0,0.0,Adventure,2025,6
3269300,Hidden Cats - Spooky,2024-10-28,0 - 20000,1,0.79,32,4,"Adventure,Casual",0.79,36,88.89,Adventure,2024,10
1837820,Faded Stories: Greenberg,2022-06-18,0 - 20000,0,1.74,43,4,"Adventure,Indie",1.74,47,91.49,Adventure,2022,6
1560110,PIRATECRAFT,2021-03-12,0 - 20000,0,0.75,30,22,"Action,Adventure,Casual,Massively Multiplayer",0.75,52,57.69,Action,2021,3
4192750,G-MODEアーカイブス+ 夢幻舞葬モンストラバルツ,2026-02-12,0 - 0,0,11.69,0,0,RPG,11.69,0,0.0,RPG,2026,2
1840440,新三國 漢室復興,2022-02-16,0 - 0,0,0.0,0,0,"RPG,Strategy",0.0,0,0.0,RPG,2022,2
3166810,Insider Trading,2026-02-18,0 - 20000,0,10.95,0,0,"Casual,Indie,Strategy",10.95,0,0.0,Casual,2026,2
363610,Botology,2015-06-24,100000 - 200000,0,0.49,171,246,"Action,Indie",0.49,417,41.01,Action,2015,6
2266510,Desert Spirit Grave,2023-08-16,0 - 20000,0,0.99,0,0,"Action,Adventure,Indie,RPG",0.99,0,0.0,Action,2023,8
2947450,Exhibition of Speed,2024-05-24,0 - 20000,0,1.99,1,1,"Racing,Simulation,Early Access",1.99,2,50.0,Racing,2024,5
3248650,JOBifAI,2024-12-08,0 - 0,0,0.0,0,0,"Casual,Indie,Simulation,Free To Play",0.0,0,0.0,Casual,2024,12
2834110,Living with temptation: American sunset,2025-01-23,0 - 20000,12,4.49,0,0,"Adventure,Casual,Indie,RPG",4.49,0,0.0,Adventure,2025,1
586700,Otherworld: Omens of Summer Collector's Edition,2017-02-06,0 - 20000,0,4.99,8,1,"Adventure,Casual",4.99,9,88.89,Adventure,2017,2
4166860,Farvival,2025-12-08,0 - 0,0,2.54,0,0,"Action,Indie,Early Access",2.54,0,0.0,Action,2025,12
744270,Rise of Ages,2019-01-28,20000 - 50000,0,16.99,94,116,"Action,Adventure,Indie,RPG,Early Access",16.99,210,44.76,Action,2019,1
2055090,Iaijutsu,2023-01-12,0 - 0,0,0.0,0,0,"Action,Free To Play",0.0,0,0.0,Action,2023,1
7760,X-COM: UFO Defense,2008-09-04,1000000 - 2000000,49,1.24,3602,197,Strategy,1.24,3799,94.81,Strategy,2008,9
2132460,Mr. Healer,2022-11-15,20000 - 50000,1,4.99,9,0,RPG,4.99,9,100.0,RPG,2022,11
1474000,Age of ilcoin VR : Retribution,2020-12-07,100000 - 200000,0,0.0,17,15,"Action,Casual,Free To Play",0.0,32,53.12,Action,2020,12
3629400,Loophole,2025-07-14,0 - 20000,0,9.99,0,0,Indie,9.99,0,0.0,Indie,2025,7
593740,Dragon Climax,2017-12-18,50000 - 100000,0,0.67,73,13,"Action,Adventure,Indie,RPG",0.67,86,84.88,Action,2017,12
2227110,Hot Milf 10 bikini,2022-12-08,0 - 20000,0,0.55,0,0,"Casual,Indie",0.55,0,0.0,Casual,2022,12
2075660,Evil Bird Simulator,2025-09-03,0 - 20000,0,0.49,0,0,"Action,Adventure,Casual,Indie,Simulation,Strategy",0.49,0,0.0,Action,2025,9
301920,War of the Human Tanks - ALTeR,2015-02-13,20000 - 50000,1,6.49,90,5,"Adventure,Indie,Strategy",6.49,95,94.74,Adventure,2015,2
3194800,ALFRED IS A BAD GUY,2024-10-22,0 - 0,0,0.0,0,0,"Indie,Free To Play",0.0,0,0.0,Indie,2024,10
4083590,My Crush is a Clerk from Hell,2025-11-28,0 - 20000,0,6.99,0,0,Casual,6.99,0,0.0,Casual,2025,11
1928210,Tumble Toys: Aviation,2022-11-10,20000 - 50000,0,0.0,4,0,"Adventure,Indie,Free To Play",0.0,4,100.0,Adventure,2022,11
1589880,Tower Of Wishes: Match 3 Puzzle,2021-05-03,0 - 20000,0,2.79,5,1,Casual,2.79,6,83.33,Casual,2021,5
1389540,Wesprau Senki,2020-08-20,100000 - 200000,0,0.0,7,2,RPG,0.0,9,77.78,RPG,2020,8
4133400,SMBH : Super Massive Black Hole,2025-12-11,0 - 20000,0,3.99,0,0,"Casual,Indie",3.99,0,0.0,Casual,2025,12
1025430,Delta Squad,2019-05-29,0 - 20000,0,1.79,3,4,"Action,Indie",1.79,7,42.86,Action,2019,5
58200,Jolly Rover,2010-06-07,100000 - 200000,0,2.99,303,41,"Adventure,Casual,Indie",2.99,344,88.08,Adventure,2010,6
1676720,White Eyes,2021-07-26,0 - 20000,0,2.99,1,0,"Action,Casual,Indie",2.99,1,100.0,Action,2021,7
2742160,Swim Sacabambaspis!,2024-01-26,0 - 20000,0,2.09,1,0,Action,2.09,1,100.0,Action,2024,1
1966070,～Daydream～When butterflies dance,2022-05-26,0 - 20000,1,2.49,160,33,"RPG,Simulation",2.49,193,82.9,RPG,2022,5
1911980,Dissonance,2022-04-27,0 - 0,0,0.0,0,0,"Adventure,Casual,Free To Play,Indie,RPG",0.0,0,0.0,Adventure,2022,4
1750980,Horror Maze,2021-09-29,0 - 20000,0,2.99,10,4,"Adventure,Indie,Strategy",2.99,14,71.43,Adventure,2021,9
1620860,Chicken Holmes - Chanislavski Whispers,2021-06-17,50000 - 100000,0,1.99,16,5,"Adventure,Indie,Strategy",1.99,21,76.19,Adventure,2021,6
744190,Rusty Lake Paradise,2018-01-11,200000 - 500000,111,2.23,5582,266,"Adventure,Indie",2.23,5848,95.45,Adventure,2018,1
2007300,DarkSelf: Other Mind,2022-06-08,0 - 20000,0,9.99,2,2,"Adventure,Indie",9.99,4,50.0,Adventure,2022,6
2203140,Keep Sheep,2022-11-22,0 - 20000,0,2.99,12,9,"Casual,Indie,Strategy",2.99,21,57.14,Casual,2022,11
2134120,Super Anime Waifu BBQ Simulator,2022-09-22,0 - 20000,0,1.0,13,1,"Adventure,Casual,Indie,Simulation",1.0,14,92.86,Adventure,2022,9
2917620,Psychopath Massacre,2024-06-07,0 - 20000,0,3.18,48,13,"Action,Adventure,Indie",3.18,61,78.69,Action,2024,6
1936070,School Simulator RPG,2022-03-31,0 - 20000,0,14.99,4,2,"Action,Adventure,Indie,RPG,Simulation",14.99,6,66.67,Action,2022,3
1621480,Shadow Falls,2025-05-22,0 - 20000,0,11.99,2,1,"Adventure,Casual,Indie,Simulation,Early Access",11.99,3,66.67,Adventure,2025,5
824770,Labirinto 2,2020-03-14,0 - 20000,0,0.99,20,12,"Adventure,Casual,Indie,Strategy",0.99,32,62.5,Adventure,2020,3
2899050,Desert Stalker,2024-12-13,0 - 20000,194,14.39,0,0,"Adventure,Indie,Early Access",14.39,0,0.0,Adventure,2024,12
2450430,探しものは、夏ですか。,2023-09-19,0 - 20000,0,7.19,14,2,Adventure,7.19,16,87.5,Adventure,2023,9
2080210,My Hotel: Echoes of the Past,2024-04-17,0 - 0,0,0.0,0,0,"Casual,Simulation,Strategy",0.0,0,0.0,Casual,2024,4
3402730,Mission To Fission,2025-05-08,0 - 20000,0,4.99,10,0,"Simulation,Early Access",4.99,10,100.0,Simulation,2025,5
657090,Robothorium,2019-01-31,20000 - 50000,0,2.99,259,107,"Indie,RPG,Strategy",2.99,366,70.77,Indie,2019,1
4168600,Grapple Souls,2026-01-21,0 - 0,0,0.99,0,0,"Action,Adventure,Indie,RPG",0.99,0,0.0,Action,2026,1
3109500,Super beast activation,2024-08-06,20000 - 50000,0,0.99,1,0,"Indie,Massively Multiplayer",0.99,1,100.0,Indie,2024,8
3920630,Galleria,2025-11-12,0 - 0,0,4.99,0,0,"Casual,Indie,Simulation",4.99,0,0.0,Casual,2025,11
2309880,ZOMBI ROCKSTAR,2023-05-21,0 - 20000,0,4.99,5,0,"Action,Adventure,Casual,Indie",4.99,5,100.0,Action,2023,5
2054220,Wetory,2023-10-25,0 - 20000,0,1.09,16,2,"Action,Adventure,Indie,Strategy",1.09,18,88.89,Action,2023,10
1357430,Rocket Rumble,2024-05-23,0 - 20000,0,24.99,26,3,"Action,Casual,Indie,Racing",24.99,29,89.66,Action,2024,5
3316170,Binarycurse,2024-11-21,0 - 20000,0,0.99,0,0,"Adventure,Indie,Simulation,Strategy",0.99,0,0.0,Adventure,2024,11
486370,Pinball Evolution VR,2017-04-29,0 - 20000,0,7.99,29,6,"Indie,Simulation,Early Access",7.99,35,82.86,Indie,2017,4
2299740,Tales of Rein Ravine,2024-10-11,0 - 0,0,0.0,0,0,"Adventure,Indie,Sports,Free To Play,Early Access",0.0,0,0.0,Adventure,2024,10
3431820,Bear Brigade: Ocean Attack!,2025-10-24,0 - 20000,0,4.5,0,0,"Action,Indie,Strategy",4.5,0,0.0,Action,2025,10
2838040,Mission Rovee,2024-04-29,0 - 20000,0,0.99,11,0,"Adventure,Casual,Simulation",0.99,11,100.0,Adventure,2024,4
2372150,Escape from Norwood,2023-09-13,20000 - 50000,0,2.99,5,0,"Adventure,Indie",2.99,5,100.0,Adventure,2023,9
795230,Venture Arctic,2018-05-01,0 - 20000,0,1.99,3,3,"Casual,Indie,Simulation,Strategy",1.99,6,50.0,Casual,2018,5
3863720,Velocity One,2025-07-30,0 - 0,0,3.24,0,0,"Action,Racing,Simulation",3.24,0,0.0,Action,2025,7
3678990,Incredible Dracula: License to Relax,2025-06-11,0 - 20000,0,2.09,0,0,"Adventure,Casual,Strategy",2.09,0,0.0,Adventure,2025,6
399130,Massive Cleavage vs Zombies: Awesome Edition,2016-07-08,100000 - 200000,0,0.49,94,101,"Action,Casual,Indie",0.49,195,48.21,Action,2016,7
549260,Alwa's Awakening,2017-02-02,50000 - 100000,2,1.69,674,167,"Adventure,Indie",1.69,841,80.14,Adventure,2017,2
2227710,The Rocket Jumper,2023-01-27,0 - 20000,0,2.99,1,1,"Action,Casual,Indie,Sports,Early Access",2.99,2,50.0,Action,2023,1
1348030,Planta,2020-08-06,0 - 20000,0,4.99,16,12,"Action,Adventure,Simulation",4.99,28,57.14,Action,2020,8
4106230,Milk Mafia,2025-11-22,0 - 0,0,0.0,0,0,"Casual,Free To Play",0.0,0,0.0,Casual,2025,11
1849070,WHMIS 2015 VR,2022-01-26,0 - 20000,0,3.99,1,1,"Simulation,Early Access",3.99,2,50.0,Simulation,2022,1
3438250,Paranormal Mutagens: Cargo,2025-01-24,0 - 20000,0,0.89,1,0,"Casual,Indie",0.89,1,100.0,Casual,2025,1
32720,F-16 Multirole Fighter,2009-06-18,20000 - 50000,0,2.49,114,21,Simulation,2.49,135,84.44,Simulation,2009,6
1253580,My Dangerous Life,2020-07-23,0 - 20000,0,5.19,60,13,"Casual,Indie,RPG",5.19,73,82.19,Casual,2020,7
449540,There's Poop In My Soup,2016-03-14,200000 - 500000,1,0.99,3993,491,"Casual,Indie",0.99,4484,89.05,Casual,2016,3
3402560,Sweet Fantasy World,2025-02-13,0 - 20000,0,1.79,0,0,"Casual,Indie,RPG",1.79,0,0.0,Casual,2025,2
357830,Attack of the Labyrinth +,2015-03-30,0 - 20000,0,0.0,30,20,"Action,Indie",0.0,50,60.0,Action,2015,3
3176560,[Southern Fjords] Newspaper Day,2024-11-11,0 - 20000,0,1.99,57,25,"Adventure,Casual,Indie",1.99,82,69.51,Adventure,2024,11
4146020,Deery Me,2025-11-24,0 - 20000,0,2.99,0,0,Action,2.99,0,0.0,Action,2025,11
2398720,Rune in the Three Kingdoms,2023-12-08,0 - 20000,0,3.99,4,2,"Adventure,Casual,Indie,Massively Multiplayer,RPG,Strategy",3.99,6,66.67,Adventure,2023,12
